Text,Is_Translated,Comment_Count,URL
"**Only respond if you can make it to the viewing night October 31st & Dutch only**We are looking for a new roommate (m/f) for our student house at the Edisonstraat in Eindhoven. The room will be available mid-November.The room is 13 m2 and is located on the first floor at the front of the house. The rent is €338,- (incl. g/w/l on the internet)Other than that, there are the following amenities:- Shared bathroom, kitchen (with dishwasher), living room, washing machine, garden with barn and roof terrace- Free parking garage behind the house- Jumbo 2 minute walk distance- Woenselse market (AH & Lidl) 10 minute walk- Fontys and TU/e 10 minute bike ride- Strijp-S station 5 minutes walkYou will be living with 3 men and 3 women. We often eat together and have an occasional drink together. Once a year, we organize the nicest house party in Woensel-West! We also have a legendary cocktail day every year Does this look familiar? Send a quick message about yourself and who knows we'll invite you to the viewing evening on October 31.Sweet Home Fuck Nothin",True,29,https://www.facebook.com/groups/1379345962387168/posts/3362292660759145/
"Have you just started studying at the TU/e and are you already suffering from fomo of student life and are you therefore looking for a room in a cozy dormitory? Then you are at the right place here!We are looking for a cozy, male roommate for our student house at the Fuutlaan! The room that is being released is around 16m^2 large and has a shameful rent of € 295 (incl. g/w/l). The house is perfectly located, within 5 minutes you'll be in the train, college banks or on the terrace.We live here with 7 people and do a lot together as a house. We have dinner together every night and there's always someone to grab a beer or play a game with. In addition to that, we also exercise and study regularly. During the weekend, a few often stay in Eindhoven, which means there is plenty to experience. However, it is quiet at home around the exam weeks, so everyone can get in the necessary study points.The house features a brand new kitchen and bathroom, a private middle-floor bar and a huge south-facing roof terrace. Many summer evenings are already barbecuing here, while enjoying a special beer or two. In addition, the sound systems in the kitchen and bathroom ensure that you never have to get bored while cooking or showering.In short, do you want to live in a cozy dormitory with roommates who love to do things together, but at the same time don't forget their studies?Send a nice message and I'll see you soon in a video chat!",True,3,https://www.facebook.com/groups/1379345962387168/posts/3361433507511727/
"Looking for a roommate!As of November 1, a room will be available in our apartment for sublet for 5 months. You're moving in with 2 other housemates. We are all at the beginning. We are not dirty about a party and a drink, but we also love a movie night in time. Other than that, you have all the space to do your own thing!You will sublet my room for the first 2.5 months. The cost of this is €612 per month. After that, Gina will temporarily leave her room and you will sleep in her room starting January. The cost of the second room is €512 per month.Next to your own room we have a nice living room where you can always chill, work and eat. In addition, there is a kitchen, bathroom and a large storage shed where you can put your extra stuff. And not to forget we have two balconies!Are you interested? Send a nice message about yourself!",True,7,https://www.facebook.com/groups/1379345962387168/posts/3362987454022999/
"Dutch and male students only.Are you coming to study in Eindhoven next year or do you know someone who is planning to? Looking for a male roommate! Are you someone who can't wait to get into rooms and are you an incoming or first year student at TU/e? In addition, do you want to make the most of your student time and live in the nicest male student house in Eindhoven? Then you are at the right address with us. Several rooms will be released this summer!We are a cozy dormitory of 7 people who are not dirty from a beer and a party. In addition, every evening we cook deliciously and eat together (we have a good BBQ! ). In addition, we also like to exercise and study together and can often be found on our balcony in the sun with a beer.Our house, located on the Mauritsstraat, is just 10 minutes from the station and the TU/e, in addition the AH is around the corner and it's only a 5 minute walk from stratum! The available rooms are free from August 1st and are between 12m2 20m2 in size for only 250 to 325 euros per month. This includes G/W/L and other (service) costs.Further, we have a bar with tap in the house, another bar in the backyard, a spacious roof terrace, a general living room and a communal kitchen.\n The bathroom has a washer and dryer. In the living room we have an interactive television with a good stereo and a Playstation, here we often drool and relax after studying with the whole house!Does it sound familiar? Send a message with some information about yourself!",True,3,https://www.facebook.com/groups/1379345962387168/posts/3358990961089315/
"Beste misschien toekomstige huisgenoot, Huize madelief is opzoek naar 2 leuke actieve huisgenoten. Op dit moment is de verhouding 3 meiden en 5 jongens, waarvan 2 jongens het huis helaas gaan verlaten. Daarvoor zoeken wij het liefst 1 jongen en 1 meisje. Het gaat 2 kamers van rond de 12m². En zal rond de 350 euro incl gaan kosten. De kamers komen op 1 november vrij!Huize madelief is een gezellig studentenhuis die bijna elke avond samen eet, samen eotb/first dates/ oh oh cherso / spongebob/ massa is kassa etc. Kijkt. Ook spelen we vaak trackmania Verder hebben we een grote tuin waar we leuke huisfeestjes geven en vaak chillen. Ook organiseren we regelmatig huisavondjes. Er zijn totaal geen verplichtingen, maar we zouden het leuk vinden als onze nieuwe huisgenoot een beetje actief is in het huis. (Schoonmaken, koken, samen chillen etc.) Word jij nou foxwild van dit huis? Stuur dan een berichtje en misschien zien we je op de kijkavond op dinsdag 19 oktober!Groetjes,Huize Madelief(Eerste 4 fotos zijn kamer nummer 1 en de andere 3 kamer 2)",False,37,https://www.facebook.com/groups/1379345962387168/posts/3353719254949819/
"#offer (English below)Hey room seekers (m/v),From the end of November until February 1, a room will temporarily be available in our house. Are you looking for a room in a centrally located and cozy student house in Eindhoven? Then you are at the right address! On the Kruisstraat you are within walking distance to the Fontys, the TU/e, the station, the city and of course Stratumseind. In addition, the street itself is full of shops, restaurants, ATM machines, an AH, Lidl etc. Our house is above a crepe shop and we have three separate floors (2 rooms per floor). There is a toilet on each floor and on both the first and second floors we have a pretty new shower. In the summer we can enjoy the sun on our roof terrace. There is a laundry room with washing machine and dryer, a kitchen and a living room.At the moment we live with 6 people in our house (3 men and 3 women, all Dutch). But because 1 man will temporarily leave us, you will live with 3 women and 2 men. The room that will be available is approximately 11m2 (with washbasin and built-in closet)*. The rent is €340 incl. to the landlord and €12.50 for the house bill.We are looking for a sporty, fun roommate who studies in Eindhoven. We like to eat together and regularly have a drink in the living room or the city. So we like it if you are open to this as well. Do you feel appealed to this ad? Respond quickly with a personal message (+photo of yourself) and tell us something about yourself so that we can invite you to our viewing evening. This will take place on Thursday 27 October, so keep this in mind.Greetings,AdFundum in the house*Note: the room is unfurnished!--------Hi future roomie,From the end of November to February 1, a room will become available in our house temporarily. Are you looking for a room in a centrally located and cozy student house in Eindhoven? You've come to the right place! On the Kruisstraat you are within a walking distance from the Fontys, the TU/e, the train station, the city and of course Stratumseind. In addition, the street itself is full of shops, restaurants, ATMs, an AH, Lidl etc. Our house is located above a crepe shop, and we have our own three floors (2 rooms per floor). There is a toilet on each floor and on both the first and second floor we have a fairly new shower. In the summer we can enjoy the sun on our roof terrace. There is a laundry room with washing machine and dryer, a kitchen and a small living room.At the moment we live in our house with 6 people (3 men and 3 women, all Dutch). But because 1 man is going to leave us temporarily, you will live with 3 women and 2 men. The room that becomes available is approximately 11m2 (with a sink and a build-in closet)*. The rent is €340 incl. to the landlord and €12.50 for the house bill.We are looking for a sporty, cozy roommate who studies in Eindhoven. We like to eat together and regularly have a drink in the living room or in the city. We therefore like it if you are also open to this. Do you feel attracted to this advertisement? Respond quickly with a personal message (+picture of yourself) and tell us something about yourself so that we would like to invite you to our viewing evening. This will take place on Thursday 27 October, so keep this in mind.Kind regards,House AdFundum*Please note: the room is unfurnished!",True,14,https://www.facebook.com/groups/1379345962387168/posts/3359675704354174/
"WE HAVE RECEIVED A LOT OF REACTIONS!!!WANTED: MALE HOUSEMATE FOR STUDENT HOUSE IN STRIJP!Hey future housemate!A room will soon be available in the nicest student house in Eindhoven! Are you looking for a cozy student home where the doors are always open for you? Then you are at the right address with us! At the beginning of November a room will become available in our house and we are looking for a nice person to fill the place!We inhabit our place with nine in total: four men, four women, and who knows soon with you! We eat together almost every weekday and regularly drink a beer. In addition, once in a while, we organize our beloved home outings/house evenings that are always unforgettable. In addition to a lot of craziness and fun, there is of course also plenty of space to get serious about your studies.The room that will be free is, about 12m2, has its own wash basin and lots of light! In the pictures you can see the room in 2 different furnishings! Price: +/- € 254 excl.Duration: UndefinedIn addition, it has a roof terrace with an idyllic view, dishwasher(!! ), dryer, washer, fridge, and freezer. The TU/e and Fontys are 10 minutes by bike, as are the central station and Stratum. Within 5 minutes walk you will be at Trudoplein shopping center and the bus stop.Are you a student at the TU/e of Fontys and do you want to have a nice student home besides studying? Look no further and send us a message why you are the future resident of Het Kamphuis! Please inbox us your name, gender, field of study, hobbies, secret talents, fears, guilty pleasures and whatever else you can think of! (Photos are always welcome too)And who knows we'll see you soon at the viewing evening on October 31!Greetings, The Camp House ",True,15,https://www.facebook.com/groups/1379345962387168/posts/3358768784444866/
"FEMALE HOUSEMATE WANTED Available immediately until March 1, 2024 (due to sale of house).We are looking for a new female housemate between the ages of 20 and 25 to complete our house again. We are Laurian (24), Elise (23) and Renske (22) and all three are working on a master's degree at TU/e.We are a close house, and therefore we eat together almost every night. We plan a house night every now and then but everything without obligations. Other than that, we like to watch a movie or series together, go out, grab a terrace and every now and then go to a festival together and we also organize yearly Christmas dinners and home weekends.We live at about a 3 minute walk from an Albert Heijn and bus stops, a 10 minute bike ride to the center and station and about a quarter of a bike ride to the TU/e. In addition to a spacious living room, the four of us share the kitchen, bathroom with toilet and garden where we regularly enjoy the sun or have a barbecue in the summer.The room is about 10 m2, and costs 390 euro incl g/w/e & internet. The room is located on the ground floor.Have you gotten excited, and you can come to the viewing evening next week Tuesday, October 25. Send a nice message introducing yourself, and who knows see you soon!! Love,House of Sunflowers ",True,15,https://www.facebook.com/groups/1379345962387168/posts/3358925427762535/
"As of November 1, two rooms will be available in our beautiful, cozy and clean house.Who are we looking for?A fun and spontaneous man or woman. No obligations, just fun and chill.Who are we?We currently live with 2 boys and 3 girls aged 19-25, 2 girls of whom are leaving us now. During weekdays, the hungry people at home often eat together in the kitchen, and when the need is high, some people can also find the fridge with cold beer, wine.Our house:We have a clean house on a quiet street. We also have a large garden and shed for the bikes and our huge freezer for the euro bangers. You share the toilet, kitchen and shower.The stratum end/station and the TU/e are 10 minutes by bike, Fontys 15 minutes. Supermarket and bus stop are within 1 minute walk.The first room:The room is about 12m2 with its own sink and costs €375 (incl. g/w/e) per month and is located on the first floor.The second room:The room is about 15m2 and costs €365 (incl. g/w/e) per month and is located on the ground floor.We have super fast internet (wifi and cable connection) for a small extra price of about 10 euros on top of the rentIn short: are you convinced and do you want to come live with us? Send a nice message about yourself and who knows we'll invite you to our viewing evening!Dutch only",True,88,https://www.facebook.com/groups/1379345962387168/posts/3340661276255617/
"Orchids Palace Eindhoven is looking for a new male roommate as of November 1, 2022 (later is also definitely possible)!Are you now comfortable at work and between 28 and 35 years (not very strict)? Do you like cooking & eating together? Do you want to live with Robert (29) and Koen (35), are you a bit musical, and a bit sporty, do you like chores (aka legs), and do you identify as a man? Read on right away!We have a beautiful private house in the south of Eindhoven with spacious garden AND carport for all your bikes. The house is 12 min by bike from the central station, 3 min from the park and 1 min from the supermarket. We share a spacious living room, kitchen, attic and a very luxurious 'bathroom'. Oh yeah, we turned the kitchen into a disco incl microphone, lasers and smoke machine. So cleaning out the dishwasher is often a festive occasion.The room! You have a nice spacious room of 17 m2 and spacious walk-in closet, see pictures. Did we already use the word 'space'? South facing windows, so lots of light, on a quiet street. There are some things to take over, such as curtains and lighting. Rent 588 incl gwl (probably to be adjusted, *insert sadface*), excluding home insurance (5th p/m), cleaner (26th p/m)The living room is beautiful and practically furnished. We have a large Beamer with thick speakers. In addition, there is a real piano, a fake drum set (electric) and a piece or 4 guitars.The garden is huge and by now we have turned this into a vegetable garden. Unfortunately, the garden could use a little more love. So green fingers are more than welcome! Oh yeah, there's a homemade jacuzzi in the garden. How cool is that?Who are we?Robert. This man jumps into the cold water like Wim Hof and focuses a lot on personal development, mindfulness and spirituality. He is open, analytical and likes to ask good questions. Furthermore, this float is now addicted to Brazilian Jiu Jitsu. So be careful not to be put in a neck brace upon entering.Cow. This handyman will have his own handyman company in 10 years, even though he doesn't know it himself yet. Not crazy that he rented out the garage behind the yard and turned it into a workshop. Occasionally he sports (mountain biking, running, cycling, kite-buggy, squash, skating, triathlons, snowboarding).Do you know someone who is still looking for a room with a nice company, who would fit in with us, then don't hesitate to ""tag"" them in this post or send one of us a message.Greetings Koen and Robert (and the house leaver, Tim Assman )",True,1,https://www.facebook.com/groups/1379345962387168/posts/3359070244414720/
"Dear future house mate! (M)From mid-November (previously to be discussed) a room will be available with us at the Fuutlaan. This room is about 15m2 and costs 450 euros per month.\n Our house is 5 minutes by bike from station, TUe, Albert Heijn and Stratumseind. You share the kitchen bathroom etc with 6 others. We also have a cleaner that cleans the common areas. We now live here with 4 women and 2 men, and you will join us. We regularly eat together, have a drink together or go to stratumseind, and once a year we throw a house party. But there's certainly room to do your own thing too. Are you at the beginning stage of your education and would you like to live here? Send an email with some information about yourself and a photo to this email address: fuutlaanEHV@gmail.com . The viewing evening is on November 2.Greetings, Anna, Lucas, Koen, Kristie, Hannah and Julia",True,14,https://www.facebook.com/groups/1379345962387168/posts/3356009534720791/
"Two temporary rooms mid-November-end of JanuaryHi everyone,Search no longer because from mid-November to the end of January there will be not one, but TWO temporary rooms available in the oh so beautiful HML! So are you looking for a room in a mega cozy house in the center of Eindhoven? Send a nice message about yourself and who knows, you'll be invited to the viewing evening!You will be living in a very large house with no less than 13 happy housemates; 7 men and 6 women. Mega cozy, but everyone gets enough space to do their own thing, although we are looking for someone who likes to show their face! The house is located on the Mauritsstraat; about 5 minutes by bike from the station, less than 10 minutes to the TU/e and crawling distance from Stratumseind. We are a fairly active house: we do have dinner together with a group every evening, the men quite often play FIFA or Rocket League in our beautiful cozy living room or on our lovely roof terrace, and during the lockdown we had a real lockdown cal ender to get through the barren times coming.And you don't pay a turd, namely around 270 euros (including)! In addition, both rooms are also furnished. In the house we have 2 kitchens, 2 bathrooms and 2 toilets, a living room, two roof terraces and Maria (our cleaning lady).Are you as excited as we are, send me a private message and who knows we'll see you soon at the viewing evening!Whoa,Jelmer, Jens, Jisk, Maartje, Max, Michiel, Siebe, Meike, Ylja, Sarah, Vigo and Emma",True,11,https://www.facebook.com/groups/1379345962387168/posts/3360537820934629/
"#offerIn the period 1 December 2022 to 31 May 2023 a room will be available with us at the Hoogstraat. The room is approximately 16m2 and costs €346 per month including g/w/l.You share the house with 6 other residents, 4 males and 2 females. You share a bathroom with 2 other roommates and a large kitchen which is often the basis for a nice evening with all the roommates. We have a large garden and a balcony where you can relax in the summer.We are a close-knit dorm where you can call everyone your friend over time. You certainly don't have to be bored, with dinner there are people to eat together. Also a nice drink or a beer (in the city) always goes well.The house is about 10 min by bike from the city and about 15 min from the TUE/fontys. Just a few minutes walk from home you will soon find an app and Lidl that form the center of the always bustling district of Gestel.Send a nice and personal message to me if interested and who knows you will be invited to our viewing evening.Greetings to the high street slttenbende",True,5,https://www.facebook.com/groups/1379345962387168/posts/3365710170417394/
"Hello,Because one of the housemates will be living in Wageningen for 2 months, a temporary room will be available for November and December. So you will be living in our beautiful house in the Wilde Woensel for 2 months, on the Franklin D. Roosevelt Avenue. The room is 15m^2 and also has a walk-in closet. The rent is €360. - including g/w/l + internet. The furniture will remain but personal items + piano will be taken.You will be living with 4 other roommates (3V, 1M), a washer and dryer, two toilets, a shower, two shared refrigerators and a roof terrace. The shopping mall WoenselXL is within walking distance, or if you are very lazy half a minute with the bus that stops right in front of the house. The TU/e and Fontys are easily reachable with a 15 minute bike ride. There is also a garage where you can safely park your bike. We are a cozy house where only the cleaning schedule is required. We are all studying (TU/e and Fontys) and are between 19 and 24 years old. We eat a lot together, have mariokart tournaments/movie nights and regularly exercise together.Greetings ",True,8,https://www.facebook.com/groups/1379345962387168/posts/3361532957501782/
"Room available in the Bakkerstraat! (V)A room (studio) is becoming available in our house. We live with 6, of which 2 women and 3 men. We are therefore looking for a new female housemate who is at least 20 years old. We eat together regularly and there is room for your own thing. Further, we share a garden, kitchen and laundry room. The room that is being released is +/- 23 m2 with its own bathroom and toilet. The price for this is €345,- euro exclusively per month. The costs for GWL and internet are €155 euro per month.In terms of location, you're also super here. You walk out of the street and find yourself in the middle of the Woenselse market. 3 min walk to Fontys (Rachelsmolen) and 5 min bike to the TU/e and the station. The Albert Heijn and Lidl are also around the corner here.If you are interested you can send a message!Greetings,Baker's house!Tariq MeulendijksEvita PfenningsSven KuijstenEstelle CrottStef Suetens",True,17,https://www.facebook.com/groups/1379345962387168/posts/3363035144018230/
"CLOSEDHey girls looking for a room,we are looking for a nice housemate who wants to move in with us immediately. It is a completely renovated house located in a prime location in Eindhoven. You share a large living room, an open kitchen, a bathroom and a spacious garden where the sun always shines with a large barn. The attic room (17m2) is completely for you and you can decorate it to your liking. For all of this you would be €550 incl. pay per month. Within 5 minutes of cycling you are at stratum and Fontys/TUe is 15 minutes away. Our house comes with a number of facilities think of a dishwasher, freezer, oven etc.We are 2 19 year old girls who are both studying at Fontys College. We love cozy drink evenings, eating together, terraces and you name it...Do you like living here then send me a message with a short description of yourself. Link your Instagram or send some pictures of yourself.The date for the viewing evening will follow!Greetings Julie & Julia Jacobs",True,35,https://www.facebook.com/groups/1379345962387168/posts/3353646411623770/
"Tijdelijke kamer eindhovenBeste kamerzoekenden,Aangezien ik een semester naar het buitenland ga komt er in ons huis een tijdelijke kamer vrij (vanaf 1 janurari tot eind mei). In ons huis kan iedereen zijn eigen ding doen maar er is wel altijd de mogelijkheid om samen te eten. Je komt samen te wonen met 5 andere huisgenoten (3 vrouwen en 2 mannen). Het huis ligt op 3 minuten fietsen van de jumbo en op ongeveer 10 minuten fietsen van de TU/e en de stad. Het huis heeft verder een ruime achtertuin.De kamer is ongeveer 10 m2 en heeft grote ramen, een eigen wasbak en een kleine kelder. De kamer kost 290 euro per maand. De kamer is gemeubileerd (bed, bureau(stoel), koelkast etc.). Je kant vanaf 1 januari inhuizen.Spreekt ons huis jou aan en kan jij op 16 november bij de kijkavond zijn? Stuur mij dan een berichtje via Messenger.Groetjes, huize Sem",False,11,https://www.facebook.com/groups/1379345962387168/posts/3358017371186674/
"Dear men looking for a room,We are looking for an active and fun housemate immediately! You will be living with 5 fun male students, 4 of 21 years old and 1 of 19 years old. We all study at the Technical University of Eindhoven, where we often study together. In addition, we often eat together, exercise together and enjoy going out for a drink and going to the stratum.Our cozy house is just a 10 minute bike ride from the city and the university, in addition the supermarket is within walking distance. The room is ~10,5 square meters and costs 495 euro/month. Apart from the 10.5 square meters, there is a shared pantry in the room. We are looking for a roommate who also likes to eat together and study together.The house has a washing machine, dishwasher, oven and microwave, a roof terrace, shared kitchen and a living room where we often sit together.Do you like our house? Send a nice message with information about yourself and then maybe we can have a nice beer soon.(Only Dutch students)Greetings,Shottenbrau house",True,6,https://www.facebook.com/groups/1379345962387168/posts/3359797104342034/
"Are you studying in Eindhoven? Or do you know anyone who does? Looking for a male roommate!Right now we have a room available in our house where we live with 10 enthusiastic and active men! The room available is 13 m2 and costs €385 incl. G / W / L. We have a large living room and garden, where there are plenty of parties all year round! In addition, we renovated our kitchen ourselves last summer and it now has no less than 6 gas pans and a spacious oven in which it is cooked deliciously for 10 people daily. Of course we also have a washing machine, dryer and even a dishwasher! In the garden we have built a roof so that it can also be chill with rain. At the garden we also have a beautiful indoor bar as a hit on the rocket.Our house is central in Eindhoven, 5 minute bike ride to stratum and about 8 minutes to university! Further, we have a Jumbo and Appie within walking distance.Does this sound like a home for you and would you like to stop by for a viewing evening? Send a message with your name, age, phone number, place of residence, hobbies and studies, and we will contact you!",True,8,https://www.facebook.com/groups/1379345962387168/posts/3358748824446862/
"Hey!  girls looking for a room wantedA beautiful, spacious room will be available in our house in December (before consultation)! The house is located on the Gestelsestraat, so super central. Albert Heijn around the corner, the city center within walking distance & the uni or Fontys 10 minutes by bike.You move in with 5 other roommates, 3 males & 2 females, all around 22. We are a cozy house, where everyone does their own thing, but where the doors are always open for each other. We are a very diverse house where we study and work a lot. You can usually find someone to do something fun with (watch movies, drink a drink, explore the stratum, AND even exercise) ! Also, we often eat together with the people back home & we all share the same love for good food. We think living in a clean home is very important, and therefore value our cleaning schedule.The room is on the top floor of the house. The room is approx. 14 m2 and costs +-€400 incl.Are you interested send us a nice PM! The viewing evening will take place on Monday 31 OctoberGreetings from the GB!Jurgen, Thijs, Zephyr, Rachel & Myla",True,33,https://www.facebook.com/groups/1379345962387168/posts/3357250751263336/
"FEMALE HOUSEMATE WANTED BY NOV 15! (Dutch only)Dear room seekers,Do you want to become part of the Martini family? Then we hope to welcome you in our home from +/- 15 Nov! Because one of our housemates is leaving us, we are looking for a nice spontaneous girl from the age of 20. The division in the house is currently 3 women, 2 men and you would then be part of that. In our home there are few obligations, but there are always people at home who are in for fun. This ranges from a night out to watching a movie on the couch, house nights or just having a nice drink.The room is 12m2 + 3m2 and the rent is 350,- including G/w/l. The good thing about this room is that your bed is already there, you just have to bring a mattress and you can move in. So you sleep (as seen in the pictures) in a built-in bunk bed, so you have all the space left to decorate. Because of that you can easily get rid of a couch, where we can chill again . We have a joint kitchen in which we often chill or eat together occasionally, a great garden where we can catch the sun and an ideal location, because you'll be at Stratum or the Kleine Berg in no time. The Albert Heijn is also around the corner and within 10 minutes of cycling you'll be at the station.Are you looking for a room and would you like to come and live with us? Will you also be there on our date of the viewing evening, 27 October? Send an email quickly to kijkavondmartini@gmail.com , briefly tell us who you are, what you do, send a nice picture of yourself and who knows you might be invited to our viewing evening!Who knows, see you soon!Greetings from the house of Martini",True,13,https://www.facebook.com/groups/1379345962387168/posts/3360743794247365/
"WATCH NIGHT WEDNESDAY OCT 19 (only respond if you can! )Dear girls looking for a room,In our student house Villa A3anus on the Sint Adrianusstraat a room will be available from November 1. That's why we are looking for a new cozy housemate!Our current home consists of 3 men and 2 ladies between the ages of 18 and 23, with unfortunately 1 girl leaving us. For that we are looking for a new female roommate between 19 and 23 years old to keep the division in our house even.The room is 15 m2 large with its own sink for €320 exclusively. The supermarkets (Jumbo/Appie) are within walking distance. The TU and Fontys are 10 minutes by bike, and also the city and the station can be reached within this time. In addition, we share with the 5 of them a bathroom, a toilet, a living room, a kitchen and a small but nice balcony where we have sun in the afternoon until evening. We ourselves are a cozy house that likes a weekend party, but also has its own program when it comes to sports and studying. In the evening we actually always eat together and we never get dirty with a beer. Are you looking for this? Send me a message with some info about yourself and you might be invited to the viewing evening on October 19!Greetings,The residents of Villa A3anus",True,26,https://www.facebook.com/groups/1379345962387168/posts/3352847775036967/
"Dear lady looking for a room,We are looking for a nice housemate for December 1 who wants to move in with us.It's a spacious house in Eindhoven. Within 5 minutes of cycling you'll be in the center. You share a large living room, open kitchen, bathroom and a cozy balcony with two roommates.You have the attic to yourself and it will cost €590 incl. for the entire house. Pay.The entire house is equipped with all facilities. Think dishwasher, washer, dryer, oven, airfryer, etc.We are two 20-year-old girls, both students and we like to have fun.We are looking for someone who likes to eat together, have drinks or do other fun things when appropriate. But of course there is plenty of space to do your own thing.The furniture in the pictures you can see belongs to the previous resident but we can take them over. We would like to make it our own place with you.Does this seem fun to you, then send us a message with some nice info and a picture of yourself.Watch night date to follow!Love Silke and Lise Stuulen",True,17,https://www.facebook.com/groups/1379345962387168/posts/3351664888488589/
"Dear (upcoming) student,We live together with 5 male students studying at the Fontys or TU Eindhoven. Our age range between 20 and 27 years old and are active student home. We eat together almost daily and on the weekends there is always someone home.The room that will be released is 4m30 by 1m80 and has flooring and curtains.Our house has a common living room, one bathroom, two toilets a kitchen with a washing machine and a garden.Our house is located in the Stratum neighborhood and by bike it is:- 3 mins to the nearest supermarket.- 15 minutes to the center and the station.- 20 minutes to the TU Eindhoven and the Fontys.Who are we looking for?We are looking for a male Dutch roommate, who is starting his studies next college year or is still at the beginning of his education. Then we are looking for you! Send us a message with some information about yourself, and who knows we might invite you to a viewing evening!Greetings Robbert, Joost, Matthijs, Noud and Sven",True,2,https://www.facebook.com/groups/1379345962387168/posts/3359755247679553/
"For rent in eckart/Eindhoven1 room with a garden.Free as of November 1st for 1 person. No pets.The kitchen, bathroom and garden. Will be shared with the main resident.Clean kitchen, Clean bathroom with shower and toilet. Free parking in front of the door. Possibility to use joint bicycle storage. No possibility for rent subsidy.Directly from owner. No contract fees. Rental price 500 euro per month. Includes gas, water, light, internet.1.5 month deposit.The space/room is unfurnished.If you're interested message me who you are with and what you do.",True,6,https://www.facebook.com/groups/1379345962387168/posts/3360222177632860/
"Female roommate wanted #offerA room will be available in the cozy Huize Alfa! We live here with 4 ladies and 4 gentlemen. One of the ladies has decided to move out and free up her room to a new housemate on November 1st, so we are looking for someone to fill this spot!The room is 11m2 and costs €303.50 per month.In the evening we eat together with everyone at home, like a real family. In addition, we can often be found in the bar or at a party and we also keep ourselves busy with other fun activities (like in the evening watching Lego Masters with a cup of tea or Lang Leven de Liefde in the living room).Of course we like to do a lot together but there is absolutely space to do your own thing or retreat in your room when you want to watch Netflix by yourself.Every year we also give the famous Huize Alfa Huisfeest and once a year we have a house weekend where we go for a weekend (like last year Antwerp).In our house there are 2 toilets/showers, a living room, a spacious kitchen on the ground floor and a kitchen on the 2nd floor, which we all share. We also have a barn for the bikes and a garden. Of course we also have a dishwasher, washing machine and dryer.In addition, we have a lovely roof terrace where you can find us a lot in the summer. Your room-to-be even has its own door to the roof terrace!The AH and bus stop are crawling distance from the front door and Stratum not much further. The Fontys and the TU/e are 15 minutes by bike.Does this appeal to you? Send a nice message about yourself to me on Facebook and comment below that you've sent a message. This way no messages are lost in the message requests!The viewing evening is planned for October 19, you might be invited!Maybe see you then!",True,39,https://www.facebook.com/groups/1379345962387168/posts/3355107561477655/
"(Dutch at first, English below) Gemeubileerde kamer beschikbaar van midden december 2022 t/m eind april 2023, 375 - 400 euro per maand (afhankelijk van gasprijs).Vrouwelijke kamerzoekers opgelet... Er komt van midden december tot en met eind april een kamer vrij in Huize TienA!Het betreft een gemeubileerde kamer van ongeveer 19m2, met een extra kast op de gang van ongeveer 3m2. De kamer bevindt zich aan de straatkant.In totaal wonen we met 8, waarbij we de keuken met zijn allen delen. De badkamer en toilet deel je met één persoon. Huize TienA ligt op de Edenstraat 10A, enorm centraal dus. De universiteit en Fontys zijn ongeveer 7 min fietsen, High Tech Campus 10 min, Stratumseind 3 min, en de supermarkt op loopafstand. Er wordt bijna elke doordeweekse avond samen gegeten, en in het weekend zijn er vaak nog wat huisgenoten die thuisblijven. We proberen regelmatig een huisavond te hebben, waarbij we doorgaans uitgebreid eten, spelletjes spelen, en een dansje wagen op Stratum. Een gezellig huis dus!Reageren kan door me een privé berichtje te sturen. De kijkavond zal plaatsvinden op 24 november. Furnished room available from mid December 2022 until the end of April 2023, 375 - 400 euros per month (depending on the price for gas).Note if you're a female room-seeker... My room will become available from mid December to the end of April in Huize TienA!It concerns a fully furnished room that is about 19m2, with an additional closet located in the corridor at about 3m2. The room is located on the street-side. We live with 8 housemates in total, where the kitchen is shared with all of us. The bathroom will be shared with one housemate. Huize TienA is located on Edenstraat 10A, hence highly central. The university and Fontys are at 7 min of cycling, the High Tech Campus at 10 min, Stratumseind at 3 min, and a supermarket at walking distance. We usually eat together during the week, and some housemates also stay around in the week-ends. We try to have a house evening on regular basis, where we usually have extensive dinners, play games, and go for a dance. Hence, a 'gezellig' house!You can reply by sending me a private message. The kijkavond* will take place on November 24. * The kijkavond is an evening organized by us, Huize TienA. A selected group of respondants will be invited to come to our place to check the room, and have some drinks. After the evening, one of the invitees is selected to take the room. ",False,17,https://www.facebook.com/groups/1379345962387168/posts/3356941794627565/
"HOMEMATE WANTED FROM 1 NOVEMBERBecause my two roommates are leaving Eindhoven, I am looking for two new roommates for a corner house at the Boschdijk.The room with its own bathroom is about 18 m2 and is located on the first floor.The largest room (with storage space) is about 30 m2 in size and is located on the top floor. Here you share a bathroom with me.The house is 4 minutes by bike from Strijp-S station, 10 minutes to the center. Jumbo and the Woenselse market within walking distance.We have a shared washing machine and dishwasher. These amenities, along with internet, are already included in the rent. (€940: rent, tv/internet, g/w/l)If you are interested in one of these rooms, send a message about yourself and who knows we will invite you to the viewing evening on Tuesday 25 October.You can't but you want to respond? No problem, we can always call!",True,9,https://www.facebook.com/groups/1379345962387168/posts/3363126810675730/
